"candidate_id","person_concept_id","person_feature","scene_domain_id","scene_domain","stage_id","stage","trigger_id","trigger","need_id","need_content","need_shape_hint","mechanism_hint","topic_question_stub","generation_method","review_status"
"CC-00837","PF-D02","家庭优先级","SC-S2-01","日常作息与生活管理","SC-S1-07","婴幼儿照护","SC-S3-01","工作时间突变","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「家庭优先级」进入「婴幼儿照护」的「日常作息与生活管理」，遇到「工作时间突变」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00838","PF-D02","家庭优先级","SC-S2-01","日常作息与生活管理","SC-S1-07","婴幼儿照护","SC-S3-10","反复小问题累积","NF-N1-11","家庭投入/家庭边界","Fit / conditional","N3-03/N3-04","当「家庭优先级」进入「婴幼儿照护」的「日常作息与生活管理」，遇到「反复小问题累积」时，对重视「家庭投入/家庭边界」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00839","PF-D02","家庭优先级","SC-S2-01","日常作息与生活管理","SC-S1-07","婴幼儿照护","SC-S3-10","反复小问题累积","NF-N1-07","公平/可靠/合作","Conditional / gate","N3-02/N3-03","当「家庭优先级」进入「婴幼儿照护」的「日常作息与生活管理」，遇到「反复小问题累积」时，对重视「公平/可靠/合作」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00840","PF-D02","家庭优先级","SC-S2-01","日常作息与生活管理","SC-S1-07","婴幼儿照护","SC-S3-10","反复小问题累积","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「家庭优先级」进入「婴幼儿照护」的「日常作息与生活管理」，遇到「反复小问题累积」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00841","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-02","恋爱/磨合","SC-S3-01","工作时间突变","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「恋爱/磨合」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00842","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-02","恋爱/磨合","SC-S3-01","工作时间突变","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「恋爱/磨合」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00843","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-02","恋爱/磨合","SC-S3-01","工作时间突变","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「恋爱/磨合」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00844","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-02","恋爱/磨合","SC-S3-02","事业机会/职业转折","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「恋爱/磨合」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00845","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-02","恋爱/磨合","SC-S3-02","事业机会/职业转折","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「恋爱/磨合」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00846","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-02","恋爱/磨合","SC-S3-02","事业机会/职业转折","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「恋爱/磨合」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00847","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-05","结婚/建立家庭","SC-S3-01","工作时间突变","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「结婚/建立家庭」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00848","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-05","结婚/建立家庭","SC-S3-01","工作时间突变","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「结婚/建立家庭」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00849","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-05","结婚/建立家庭","SC-S3-01","工作时间突变","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「结婚/建立家庭」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00850","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-05","结婚/建立家庭","SC-S3-02","事业机会/职业转折","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「结婚/建立家庭」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00851","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-05","结婚/建立家庭","SC-S3-02","事业机会/职业转折","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「结婚/建立家庭」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00852","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-05","结婚/建立家庭","SC-S3-02","事业机会/职业转折","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「结婚/建立家庭」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00853","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-09","中年多重责任","SC-S3-01","工作时间突变","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「中年多重责任」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00854","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-09","中年多重责任","SC-S3-01","工作时间突变","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「中年多重责任」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00855","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-09","中年多重责任","SC-S3-01","工作时间突变","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「中年多重责任」的「工作/事业/学习」，遇到「工作时间突变」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00856","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-09","中年多重责任","SC-S3-02","事业机会/职业转折","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「中年多重责任」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00857","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-09","中年多重责任","SC-S3-02","事业机会/职业转折","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「中年多重责任」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00858","PF-D03","成长导向","SC-S2-02","工作/事业/学习","SC-S1-09","中年多重责任","SC-S3-02","事业机会/职业转折","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「中年多重责任」的「工作/事业/学习」，遇到「事业机会/职业转折」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00859","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-01","认识/相亲","SC-S3-01","工作时间突变","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「认识/相亲」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00860","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-01","认识/相亲","SC-S3-01","工作时间突变","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「认识/相亲」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00861","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-01","认识/相亲","SC-S3-01","工作时间突变","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「认识/相亲」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00862","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-01","认识/相亲","SC-S3-10","反复小问题累积","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「认识/相亲」的「兴趣/休闲/旅行」，遇到「反复小问题累积」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00863","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-01","认识/相亲","SC-S3-10","反复小问题累积","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「认识/相亲」的「兴趣/休闲/旅行」，遇到「反复小问题累积」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00864","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-01","认识/相亲","SC-S3-10","反复小问题累积","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「认识/相亲」的「兴趣/休闲/旅行」，遇到「反复小问题累积」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00865","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-03","稳定交往","SC-S3-01","工作时间突变","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「稳定交往」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00866","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-03","稳定交往","SC-S3-01","工作时间突变","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「稳定交往」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00867","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-03","稳定交往","SC-S3-01","工作时间突变","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「稳定交往」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00868","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-03","稳定交往","SC-S3-10","反复小问题累积","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「稳定交往」的「兴趣/休闲/旅行」，遇到「反复小问题累积」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00869","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-03","稳定交往","SC-S3-10","反复小问题累积","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「稳定交往」的「兴趣/休闲/旅行」，遇到「反复小问题累积」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00870","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-03","稳定交往","SC-S3-10","反复小问题累积","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「稳定交往」的「兴趣/休闲/旅行」，遇到「反复小问题累积」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00871","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-07","婴幼儿照护","SC-S3-01","工作时间突变","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「婴幼儿照护」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00872","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-07","婴幼儿照护","SC-S3-01","工作时间突变","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「婴幼儿照护」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00873","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-07","婴幼儿照护","SC-S3-01","工作时间突变","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「婴幼儿照护」的「兴趣/休闲/旅行」，遇到「工作时间突变」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00874","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-07","婴幼儿照护","SC-S3-10","反复小问题累积","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「婴幼儿照护」的「兴趣/休闲/旅行」，遇到「反复小问题累积」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00875","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-07","婴幼儿照护","SC-S3-10","反复小问题累积","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「婴幼儿照护」的「兴趣/休闲/旅行」，遇到「反复小问题累积」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00876","PF-D03","成长导向","SC-S2-09","兴趣/休闲/旅行","SC-S1-07","婴幼儿照护","SC-S3-10","反复小问题累积","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「婴幼儿照护」的「兴趣/休闲/旅行」，遇到「反复小问题累积」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00877","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-02","恋爱/磨合","SC-S3-01","工作时间突变","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「恋爱/磨合」的「日常作息与生活管理」，遇到「工作时间突变」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00878","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-02","恋爱/磨合","SC-S3-01","工作时间突变","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「恋爱/磨合」的「日常作息与生活管理」，遇到「工作时间突变」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00879","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-02","恋爱/磨合","SC-S3-01","工作时间突变","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「恋爱/磨合」的「日常作息与生活管理」，遇到「工作时间突变」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00880","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-02","恋爱/磨合","SC-S3-10","反复小问题累积","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「恋爱/磨合」的「日常作息与生活管理」，遇到「反复小问题累积」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00881","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-02","恋爱/磨合","SC-S3-10","反复小问题累积","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「恋爱/磨合」的「日常作息与生活管理」，遇到「反复小问题累积」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00882","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-02","恋爱/磨合","SC-S3-10","反复小问题累积","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「恋爱/磨合」的「日常作息与生活管理」，遇到「反复小问题累积」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00883","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-04","同居/婚前","SC-S3-01","工作时间突变","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「同居/婚前」的「日常作息与生活管理」，遇到「工作时间突变」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00884","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-04","同居/婚前","SC-S3-01","工作时间突变","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「同居/婚前」的「日常作息与生活管理」，遇到「工作时间突变」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00885","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-04","同居/婚前","SC-S3-01","工作时间突变","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「同居/婚前」的「日常作息与生活管理」，遇到「工作时间突变」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00886","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-04","同居/婚前","SC-S3-10","反复小问题累积","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「同居/婚前」的「日常作息与生活管理」，遇到「反复小问题累积」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00887","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-04","同居/婚前","SC-S3-10","反复小问题累积","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「同居/婚前」的「日常作息与生活管理」，遇到「反复小问题累积」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00888","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-04","同居/婚前","SC-S3-10","反复小问题累积","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「同居/婚前」的「日常作息与生活管理」，遇到「反复小问题累积」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00889","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-07","婴幼儿照护","SC-S3-01","工作时间突变","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「婴幼儿照护」的「日常作息与生活管理」，遇到「工作时间突变」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00890","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-07","婴幼儿照护","SC-S3-01","工作时间突变","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「婴幼儿照护」的「日常作息与生活管理」，遇到「工作时间突变」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00891","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-07","婴幼儿照护","SC-S3-01","工作时间突变","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「婴幼儿照护」的「日常作息与生活管理」，遇到「工作时间突变」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00892","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-07","婴幼儿照护","SC-S3-10","反复小问题累积","NF-N1-08","成长/能力/目标支持","Fit / trade-off","N3-09","当「成长导向」进入「婴幼儿照护」的「日常作息与生活管理」，遇到「反复小问题累积」时，对重视「成长/能力/目标支持」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00893","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-07","婴幼儿照护","SC-S3-10","反复小问题累积","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「成长导向」进入「婴幼儿照护」的「日常作息与生活管理」，遇到「反复小问题累积」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00894","PF-D03","成长导向","SC-S2-01","日常作息与生活管理","SC-S1-07","婴幼儿照护","SC-S3-10","反复小问题累积","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「成长导向」进入「婴幼儿照护」的「日常作息与生活管理」，遇到「反复小问题累积」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00895","PF-D04","自由/自主价值","SC-S2-08","社交/朋友/个人空间","SC-S1-01","认识/相亲","SC-S3-09","社交/边界事件","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「自由/自主价值」进入「认识/相亲」的「社交/朋友/个人空间」，遇到「社交/边界事件」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00896","PF-D04","自由/自主价值","SC-S2-08","社交/朋友/个人空间","SC-S1-01","认识/相亲","SC-S3-09","社交/边界事件","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「自由/自主价值」进入「认识/相亲」的「社交/朋友/个人空间」，遇到「社交/边界事件」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00897","PF-D04","自由/自主价值","SC-S2-08","社交/朋友/个人空间","SC-S1-01","认识/相亲","SC-S3-09","社交/边界事件","NF-N1-11","家庭投入/家庭边界","Fit / conditional","N3-03/N3-04","当「自由/自主价值」进入「认识/相亲」的「社交/朋友/个人空间」，遇到「社交/边界事件」时，对重视「家庭投入/家庭边界」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00898","PF-D04","自由/自主价值","SC-S2-08","社交/朋友/个人空间","SC-S1-01","认识/相亲","SC-S3-10","反复小问题累积","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「自由/自主价值」进入「认识/相亲」的「社交/朋友/个人空间」，遇到「反复小问题累积」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00899","PF-D04","自由/自主价值","SC-S2-08","社交/朋友/个人空间","SC-S1-01","认识/相亲","SC-S3-10","反复小问题累积","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「自由/自主价值」进入「认识/相亲」的「社交/朋友/个人空间」，遇到「反复小问题累积」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00900","PF-D04","自由/自主价值","SC-S2-08","社交/朋友/个人空间","SC-S1-01","认识/相亲","SC-S3-10","反复小问题累积","NF-N1-11","家庭投入/家庭边界","Fit / conditional","N3-03/N3-04","当「自由/自主价值」进入「认识/相亲」的「社交/朋友/个人空间」，遇到「反复小问题累积」时，对重视「家庭投入/家庭边界」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00901","PF-D04","自由/自主价值","SC-S2-08","社交/朋友/个人空间","SC-S1-03","稳定交往","SC-S3-09","社交/边界事件","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「自由/自主价值」进入「稳定交往」的「社交/朋友/个人空间」，遇到「社交/边界事件」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00902","PF-D04","自由/自主价值","SC-S2-08","社交/朋友/个人空间","SC-S1-03","稳定交往","SC-S3-09","社交/边界事件","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「自由/自主价值」进入「稳定交往」的「社交/朋友/个人空间」，遇到「社交/边界事件」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00903","PF-D04","自由/自主价值","SC-S2-08","社交/朋友/个人空间","SC-S1-03","稳定交往","SC-S3-09","社交/边界事件","NF-N1-11","家庭投入/家庭边界","Fit / conditional","N3-03/N3-04","当「自由/自主价值」进入「稳定交往」的「社交/朋友/个人空间」，遇到「社交/边界事件」时，对重视「家庭投入/家庭边界」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00904","PF-D04","自由/自主价值","SC-S2-08","社交/朋友/个人空间","SC-S1-03","稳定交往","SC-S3-10","反复小问题累积","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「自由/自主价值」进入「稳定交往」的「社交/朋友/个人空间」，遇到「反复小问题累积」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00905","PF-D04","自由/自主价值","SC-S2-08","社交/朋友/个人空间","SC-S1-03","稳定交往","SC-S3-10","反复小问题累积","NF-N1-02","陪伴/连接/归属","Ideal range / conditional","N3-01/N3-05","当「自由/自主价值」进入「稳定交往」的「社交/朋友/个人空间」，遇到「反复小问题累积」时，对重视「陪伴/连接/归属」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00906","PF-D04","自由/自主价值","SC-S2-08","社交/朋友/个人空间","SC-S1-03","稳定交往","SC-S3-10","反复小问题累积","NF-N1-11","家庭投入/家庭边界","Fit / conditional","N3-03/N3-04","当「自由/自主价值」进入「稳定交往」的「社交/朋友/个人空间」，遇到「反复小问题累积」时，对重视「家庭投入/家庭边界」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
"CC-00907","PF-D04","自由/自主价值","SC-S2-08","社交/朋友/个人空间","SC-S1-05","结婚/建立家庭","SC-S3-09","社交/边界事件","NF-N1-04","自主/空间/自由","Ideal range / fit","N3-04","当「自由/自主价值」进入「结婚/建立家庭」的「社交/朋友/个人空间」，遇到「社交/边界事件」时，对重视「自主/空间/自由」的人意味着什么？","generated_by_constrained_mapping","unreviewed"
