"topic_seed_id","series_id","series_name","entry_id","entry_label","mapped_person_concepts","entry_mapping_status","template_id","scene_focus","primary_need_id","topic_seed","generation_method","review_status"
"ST-0102","S02","性格 / 气质系列","S02-E01","内向","PF-F04","needs_resolution","T03","压力","NF-N1-05","平时看起来很「内向」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0103","S02","性格 / 气质系列","S02-E01","内向","PF-F04","needs_resolution","T04","Need / Fit","NF-N1-04","同一个「内向」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0104","S02","性格 / 气质系列","S02-E01","外向","PF-F04","needs_resolution","T01","标签拆解","NF-N1-03","大家都说「外向」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0105","S02","性格 / 气质系列","S02-E01","外向","PF-F04","needs_resolution","T02","冲突","NF-N1-07","「外向」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
"ST-0106","S02","性格 / 气质系列","S02-E01","外向","PF-F04","needs_resolution","T03","压力","NF-N1-05","平时看起来很「外向」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0107","S02","性格 / 气质系列","S02-E01","外向","PF-F04","needs_resolution","T04","Need / Fit","NF-N1-04","同一个「外向」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0108","S02","性格 / 气质系列","S02-E01","慢热","PF-G01;PF-F04","needs_resolution","T01","标签拆解","NF-N1-03","大家都说「慢热」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0109","S02","性格 / 气质系列","S02-E01","慢热","PF-G01;PF-F04","needs_resolution","T02","冲突","NF-N1-07","「慢热」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
"ST-0110","S02","性格 / 气质系列","S02-E01","慢热","PF-G01;PF-F04","needs_resolution","T03","压力","NF-N1-05","平时看起来很「慢热」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0111","S02","性格 / 气质系列","S02-E01","慢热","PF-G01;PF-F04","needs_resolution","T04","Need / Fit","NF-N1-04","同一个「慢热」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0112","S02","性格 / 气质系列","S02-E01","开朗","PF-F04;PF-G01","needs_resolution","T01","标签拆解","NF-N1-03","大家都说「开朗」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0113","S02","性格 / 气质系列","S02-E01","开朗","PF-F04;PF-G01","needs_resolution","T02","冲突","NF-N1-07","「开朗」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
"ST-0114","S02","性格 / 气质系列","S02-E01","开朗","PF-F04;PF-G01","needs_resolution","T03","压力","NF-N1-05","平时看起来很「开朗」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0115","S02","性格 / 气质系列","S02-E01","开朗","PF-F04;PF-G01","needs_resolution","T04","Need / Fit","NF-N1-04","同一个「开朗」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0116","S02","性格 / 气质系列","S02-E01","完美主义","PF-F08;PF-E02","needs_resolution","T01","标签拆解","NF-N1-03","大家都说「完美主义」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0117","S02","性格 / 气质系列","S02-E01","完美主义","PF-F08;PF-E02","needs_resolution","T02","冲突","NF-N1-07","「完美主义」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
"ST-0118","S02","性格 / 气质系列","S02-E01","完美主义","PF-F08;PF-E02","needs_resolution","T03","压力","NF-N1-05","平时看起来很「完美主义」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0119","S02","性格 / 气质系列","S02-E01","完美主义","PF-F08;PF-E02","needs_resolution","T04","Need / Fit","NF-N1-04","同一个「完美主义」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0120","S02","性格 / 气质系列","S02-E01","谨慎","PF-D05;PF-F08","needs_resolution","T01","标签拆解","NF-N1-03","大家都说「谨慎」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0121","S02","性格 / 气质系列","S02-E01","谨慎","PF-D05;PF-F08","needs_resolution","T02","冲突","NF-N1-07","「谨慎」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
"ST-0122","S02","性格 / 气质系列","S02-E01","谨慎","PF-D05;PF-F08","needs_resolution","T03","压力","NF-N1-05","平时看起来很「谨慎」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0123","S02","性格 / 气质系列","S02-E01","谨慎","PF-D05;PF-F08","needs_resolution","T04","Need / Fit","NF-N1-04","同一个「谨慎」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0124","S02","性格 / 气质系列","S02-E01","冒险","PF-D04;PF-D03","needs_resolution","T01","标签拆解","NF-N1-03","大家都说「冒险」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0125","S02","性格 / 气质系列","S02-E01","冒险","PF-D04;PF-D03","needs_resolution","T02","冲突","NF-N1-07","「冒险」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
"ST-0126","S02","性格 / 气质系列","S02-E01","冒险","PF-D04;PF-D03","needs_resolution","T03","压力","NF-N1-05","平时看起来很「冒险」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0127","S02","性格 / 气质系列","S02-E01","冒险","PF-D04;PF-D03","needs_resolution","T04","Need / Fit","NF-N1-04","同一个「冒险」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0128","S02","性格 / 气质系列","S02-E01","浪漫","PF-F07","needs_resolution","T01","标签拆解","NF-N1-03","大家都说「浪漫」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0129","S02","性格 / 气质系列","S02-E01","浪漫","PF-F07","needs_resolution","T02","冲突","NF-N1-07","「浪漫」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
"ST-0130","S02","性格 / 气质系列","S02-E01","浪漫","PF-F07","needs_resolution","T03","压力","NF-N1-05","平时看起来很「浪漫」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0131","S02","性格 / 气质系列","S02-E01","浪漫","PF-F07","needs_resolution","T04","Need / Fit","NF-N1-04","同一个「浪漫」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0132","S02","性格 / 气质系列","S02-E01","有趣 / 幽默","PF-F07;PF-F04","needs_resolution","T01","标签拆解","NF-N1-03","大家都说「有趣 / 幽默」的人好相处；这个词真正进入关系以后到底指什么？","generated_series_seed","unreviewed"
"ST-0133","S02","性格 / 气质系列","S02-E01","有趣 / 幽默","PF-F07;PF-F04","needs_resolution","T02","冲突","NF-N1-07","「有趣 / 幽默」的人遇到真正不同意的事时，会怎么吵、怎么说、怎么处理？","generated_series_seed","unreviewed"
"ST-0134","S02","性格 / 气质系列","S02-E01","有趣 / 幽默","PF-F07;PF-F04","needs_resolution","T03","压力","NF-N1-05","平时看起来很「有趣 / 幽默」；压力真的上来以后，这个特点还会怎么表现？","generated_series_seed","unreviewed"
"ST-0135","S02","性格 / 气质系列","S02-E01","有趣 / 幽默","PF-F07;PF-F04","needs_resolution","T04","Need / Fit","NF-N1-04","同一个「有趣 / 幽默」的人，为什么有人觉得很舒服，有人却长期很累？","generated_series_seed","unreviewed"
"ST-0136","S03","生活方式 / 习惯系列","S03-E01","自律","PF-F05;PF-F06;PF-F08","mapped","T01","结果与生活方式","NF-N1-09","你喜欢「自律」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0137","S03","生活方式 / 习惯系列","S03-E01","自律","PF-F05;PF-F06;PF-F08","mapped","T02","同居 / 高频日常","NF-N1-04","和一个「自律」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0138","S03","生活方式 / 习惯系列","S03-E01","自律","PF-F05;PF-F06;PF-F08","mapped","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「自律」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0139","S03","生活方式 / 习惯系列","S03-E01","自律","PF-F05;PF-F06;PF-F08","mapped","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「自律」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0140","S03","生活方式 / 习惯系列","S03-E01","爱健身","PF-F05","mapped","T01","结果与生活方式","NF-N1-09","你喜欢「爱健身」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0141","S03","生活方式 / 习惯系列","S03-E01","爱健身","PF-F05","mapped","T02","同居 / 高频日常","NF-N1-04","和一个「爱健身」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0142","S03","生活方式 / 习惯系列","S03-E01","爱健身","PF-F05","mapped","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「爱健身」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0143","S03","生活方式 / 习惯系列","S03-E01","爱健身","PF-F05","mapped","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「爱健身」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0144","S03","生活方式 / 习惯系列","S03-E01","爱旅行","PF-F07","mapped","T01","结果与生活方式","NF-N1-09","你喜欢「爱旅行」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0145","S03","生活方式 / 习惯系列","S03-E01","爱旅行","PF-F07","mapped","T02","同居 / 高频日常","NF-N1-04","和一个「爱旅行」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0146","S03","生活方式 / 习惯系列","S03-E01","爱旅行","PF-F07","mapped","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「爱旅行」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0147","S03","生活方式 / 习惯系列","S03-E01","爱旅行","PF-F07","mapped","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「爱旅行」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0148","S03","生活方式 / 习惯系列","S03-E01","爱社交","PF-F04","mapped","T01","结果与生活方式","NF-N1-09","你喜欢「爱社交」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0149","S03","生活方式 / 习惯系列","S03-E01","爱社交","PF-F04","mapped","T02","同居 / 高频日常","NF-N1-04","和一个「爱社交」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0150","S03","生活方式 / 习惯系列","S03-E01","爱社交","PF-F04","mapped","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「爱社交」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0151","S03","生活方式 / 习惯系列","S03-E01","爱社交","PF-F04","mapped","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「爱社交」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0152","S03","生活方式 / 习惯系列","S03-E01","宅","PF-F04;PF-F07","needs_resolution","T01","结果与生活方式","NF-N1-09","你喜欢「宅」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0153","S03","生活方式 / 习惯系列","S03-E01","宅","PF-F04;PF-F07","needs_resolution","T02","同居 / 高频日常","NF-N1-04","和一个「宅」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0154","S03","生活方式 / 习惯系列","S03-E01","宅","PF-F04;PF-F07","needs_resolution","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「宅」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0155","S03","生活方式 / 习惯系列","S03-E01","宅","PF-F04;PF-F07","needs_resolution","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「宅」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0156","S03","生活方式 / 习惯系列","S03-E01","爱打游戏","PF-F07","mapped","T01","结果与生活方式","NF-N1-09","你喜欢「爱打游戏」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0157","S03","生活方式 / 习惯系列","S03-E01","爱打游戏","PF-F07","mapped","T02","同居 / 高频日常","NF-N1-04","和一个「爱打游戏」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0158","S03","生活方式 / 习惯系列","S03-E01","爱打游戏","PF-F07","mapped","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「爱打游戏」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0159","S03","生活方式 / 习惯系列","S03-E01","爱打游戏","PF-F07","mapped","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「爱打游戏」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0160","S03","生活方式 / 习惯系列","S03-E01","节俭","PF-F03","mapped","T01","结果与生活方式","NF-N1-09","你喜欢「节俭」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0161","S03","生活方式 / 习惯系列","S03-E01","节俭","PF-F03","mapped","T02","同居 / 高频日常","NF-N1-04","和一个「节俭」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0162","S03","生活方式 / 习惯系列","S03-E01","节俭","PF-F03","mapped","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「节俭」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0163","S03","生活方式 / 习惯系列","S03-E01","节俭","PF-F03","mapped","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「节俭」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0164","S03","生活方式 / 习惯系列","S03-E01","会享受生活","PF-F03;PF-F07","needs_resolution","T01","结果与生活方式","NF-N1-09","你喜欢「会享受生活」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0165","S03","生活方式 / 习惯系列","S03-E01","会享受生活","PF-F03;PF-F07","needs_resolution","T02","同居 / 高频日常","NF-N1-04","和一个「会享受生活」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0166","S03","生活方式 / 习惯系列","S03-E01","会享受生活","PF-F03;PF-F07","needs_resolution","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「会享受生活」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0167","S03","生活方式 / 习惯系列","S03-E01","会享受生活","PF-F03;PF-F07","needs_resolution","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「会享受生活」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0168","S03","生活方式 / 习惯系列","S03-E01","高消费","PF-F03","mapped","T01","结果与生活方式","NF-N1-09","你喜欢「高消费」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0169","S03","生活方式 / 习惯系列","S03-E01","高消费","PF-F03","mapped","T02","同居 / 高频日常","NF-N1-04","和一个「高消费」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0170","S03","生活方式 / 习惯系列","S03-E01","高消费","PF-F03","mapped","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「高消费」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0171","S03","生活方式 / 习惯系列","S03-E01","高消费","PF-F03","mapped","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「高消费」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0172","S03","生活方式 / 习惯系列","S03-E01","爱干净 / 整洁","PF-E05;PF-F06","needs_resolution","T01","结果与生活方式","NF-N1-09","你喜欢「爱干净 / 整洁」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0173","S03","生活方式 / 习惯系列","S03-E01","爱干净 / 整洁","PF-E05;PF-F06","needs_resolution","T02","同居 / 高频日常","NF-N1-04","和一个「爱干净 / 整洁」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0174","S03","生活方式 / 习惯系列","S03-E01","爱干净 / 整洁","PF-E05;PF-F06","needs_resolution","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「爱干净 / 整洁」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0175","S03","生活方式 / 习惯系列","S03-E01","爱干净 / 整洁","PF-E05;PF-F06","needs_resolution","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「爱干净 / 整洁」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0176","S03","生活方式 / 习惯系列","S03-E01","早睡","PF-F06","mapped","T01","结果与生活方式","NF-N1-09","你喜欢「早睡」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0177","S03","生活方式 / 习惯系列","S03-E01","早睡","PF-F06","mapped","T02","同居 / 高频日常","NF-N1-04","和一个「早睡」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0178","S03","生活方式 / 习惯系列","S03-E01","早睡","PF-F06","mapped","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「早睡」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0179","S03","生活方式 / 习惯系列","S03-E01","早睡","PF-F06","mapped","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「早睡」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0180","S03","生活方式 / 习惯系列","S03-E01","夜猫子","PF-F06","mapped","T01","结果与生活方式","NF-N1-09","你喜欢「夜猫子」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0181","S03","生活方式 / 习惯系列","S03-E01","夜猫子","PF-F06","mapped","T02","同居 / 高频日常","NF-N1-04","和一个「夜猫子」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0182","S03","生活方式 / 习惯系列","S03-E01","夜猫子","PF-F06","mapped","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「夜猫子」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0183","S03","生活方式 / 习惯系列","S03-E01","夜猫子","PF-F06","mapped","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「夜猫子」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0184","S03","生活方式 / 习惯系列","S03-E01","计划型","PF-F08","mapped","T01","结果与生活方式","NF-N1-09","你喜欢「计划型」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0185","S03","生活方式 / 习惯系列","S03-E01","计划型","PF-F08","mapped","T02","同居 / 高频日常","NF-N1-04","和一个「计划型」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0186","S03","生活方式 / 习惯系列","S03-E01","计划型","PF-F08","mapped","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「计划型」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0187","S03","生活方式 / 习惯系列","S03-E01","计划型","PF-F08","mapped","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「计划型」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0188","S03","生活方式 / 习惯系列","S03-E01","随性","PF-F08","mapped","T01","结果与生活方式","NF-N1-09","你喜欢「随性」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0189","S03","生活方式 / 习惯系列","S03-E01","随性","PF-F08","mapped","T02","同居 / 高频日常","NF-N1-04","和一个「随性」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0190","S03","生活方式 / 习惯系列","S03-E01","随性","PF-F08","mapped","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「随性」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0191","S03","生活方式 / 习惯系列","S03-E01","随性","PF-F08","mapped","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「随性」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0192","S03","生活方式 / 习惯系列","S03-E01","爱做饭","PF-E05","mapped","T01","结果与生活方式","NF-N1-09","你喜欢「爱做饭」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0193","S03","生活方式 / 习惯系列","S03-E01","爱做饭","PF-E05","mapped","T02","同居 / 高频日常","NF-N1-04","和一个「爱做饭」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0194","S03","生活方式 / 习惯系列","S03-E01","爱做饭","PF-E05","mapped","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「爱做饭」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0195","S03","生活方式 / 习惯系列","S03-E01","爱做饭","PF-E05","mapped","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「爱做饭」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0196","S03","生活方式 / 习惯系列","S03-E01","兴趣很多","PF-F07","mapped","T01","结果与生活方式","NF-N1-09","你喜欢「兴趣很多」这个特点，还是喜欢它最后带来的结果？","generated_series_seed","unreviewed"
"ST-0197","S03","生活方式 / 习惯系列","S03-E01","兴趣很多","PF-F07","mapped","T02","同居 / 高频日常","NF-N1-04","和一个「兴趣很多」的人同居以后，这个习惯每天会怎样占用时间、钱和空间？","generated_series_seed","unreviewed"
"ST-0198","S03","生活方式 / 习惯系列","S03-E01","兴趣很多","PF-F07","mapped","T03","人生阶段变化","NF-N1-07","有了孩子 / 工作变忙以后，「兴趣很多」还能不能按原来的方式维持？","generated_series_seed","unreviewed"
"ST-0199","S03","生活方式 / 习惯系列","S03-E01","兴趣很多","PF-F07","mapped","T04","Fit","NF-N1-02","如果另一半的生活节奏完全不同，「兴趣很多」会变成加分还是摩擦？","generated_series_seed","unreviewed"
"ST-0200","S04","相处 / 关系方式系列","S04-E01","顾家","PF-D02;PF-F09","mapped","T01","普通日常","NF-N1-03","“顾家”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0201","S04","相处 / 关系方式系列","S04-E01","顾家","PF-D02;PF-F09","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“顾家”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0202","S04","相处 / 关系方式系列","S04-E01","顾家","PF-D02;PF-F09","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“顾家”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0203","S04","相处 / 关系方式系列","S04-E01","顾家","PF-D02;PF-F09","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“顾家”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0204","S04","相处 / 关系方式系列","S04-E01","靠谱 / 有责任感","PF-G02","mapped","T01","普通日常","NF-N1-03","“靠谱 / 有责任感”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0205","S04","相处 / 关系方式系列","S04-E01","靠谱 / 有责任感","PF-G02","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“靠谱 / 有责任感”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0206","S04","相处 / 关系方式系列","S04-E01","靠谱 / 有责任感","PF-G02","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“靠谱 / 有责任感”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0207","S04","相处 / 关系方式系列","S04-E01","靠谱 / 有责任感","PF-G02","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“靠谱 / 有责任感”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0208","S04","相处 / 关系方式系列","S04-E01","体贴","PF-G01;PF-G07","mapped","T01","普通日常","NF-N1-03","“体贴”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0209","S04","相处 / 关系方式系列","S04-E01","体贴","PF-G01;PF-G07","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“体贴”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0210","S04","相处 / 关系方式系列","S04-E01","体贴","PF-G01;PF-G07","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“体贴”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0211","S04","相处 / 关系方式系列","S04-E01","体贴","PF-G01;PF-G07","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“体贴”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0212","S04","相处 / 关系方式系列","S04-E01","会照顾人","PF-G07","mapped","T01","普通日常","NF-N1-03","“会照顾人”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0213","S04","相处 / 关系方式系列","S04-E01","会照顾人","PF-G07","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“会照顾人”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0214","S04","相处 / 关系方式系列","S04-E01","会照顾人","PF-G07","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“会照顾人”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0215","S04","相处 / 关系方式系列","S04-E01","会照顾人","PF-G07","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“会照顾人”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0216","S04","相处 / 关系方式系列","S04-E01","会沟通","PF-E04;PF-G01","mapped","T01","普通日常","NF-N1-03","“会沟通”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0217","S04","相处 / 关系方式系列","S04-E01","会沟通","PF-E04;PF-G01","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“会沟通”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0218","S04","相处 / 关系方式系列","S04-E01","会沟通","PF-E04;PF-G01","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“会沟通”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0219","S04","相处 / 关系方式系列","S04-E01","会沟通","PF-E04;PF-G01","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“会沟通”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0220","S04","相处 / 关系方式系列","S04-E01","会共情","PF-E04;PF-G01","mapped","T01","普通日常","NF-N1-03","“会共情”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0221","S04","相处 / 关系方式系列","S04-E01","会共情","PF-E04;PF-G01","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“会共情”会变成什么具体行为？","generated_series_seed","unreviewed"
