"raw_id","source_id","raw_layer","raw_term","target_asset","candidate_view","concept_kind","mapping_confidence","mapping_note"
"SC-R252","SC05","player_action","表达需要","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R253","SC05","player_action","表达边界","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R254","SC05","player_action","要求改变","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R255","SC05","player_action","要求一晚空间","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R256","SC05","player_action","要求每周空间","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R257","SC05","player_action","要求独立兴趣","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R258","SC05","player_action","参加聚会","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R259","SC05","player_action","不参加","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R260","SC05","player_action","讨论社交边界","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R261","SC05","player_action","接受临时改计划","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R262","SC05","player_action","坚持原计划","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R263","SC05","player_action","多存钱","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R264","SC05","player_action","维持预算","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R265","SC05","player_action","多花钱","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R266","SC05","player_action","协商财务目标","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R267","SC05","player_action","承担更多家庭责任","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R268","SC05","player_action","均分","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R269","SC05","player_action","按能力分","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R270","SC05","player_action","拒绝额外责任","Choice / Interaction Contract","S6｜Decision / Action","action_or_decision","high","Not a scene by itself; used to make a scene interactive."
"SC-R271","SC06","transition_signal","怀孕到产后","Scene Space","S1｜Life / Relationship Stage","stage_or_trajectory","high",""
"SC-R272","SC06","transition_signal","成为父母","Scene Space","S1｜Life / Relationship Stage","stage_or_trajectory","high",""
"SC-R273","SC06","transition_signal","产后第一年","Scene Space","S1｜Life / Relationship Stage","stage_or_trajectory","high",""
"SC-R274","SC06","transition_signal","关系满意度变化","Scene Space","S1｜Life / Relationship Stage","stage_or_trajectory","high",""
"SC-R275","SC06","transition_signal","新父母适应","Scene Space","S1｜Life / Relationship Stage","stage_or_trajectory","high",""
"SC-R276","SC06","transition_signal","孩子出生后的长期调整","Scene Space","S1｜Life / Relationship Stage","stage_or_trajectory","high",""
"SC-R277","SC07","work_family_conflict","工作侵入家庭","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R278","SC07","work_family_conflict","家庭责任影响工作","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R279","SC07","work_family_conflict","时间冲突","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R280","SC07","work_family_conflict","角色冲突","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R281","SC07","work_family_conflict","压力冲突","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R282","SC07","work_family_conflict","伴侣关系质量","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R283","SC08","financial_stressor","财务冲突","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R284","SC08","financial_stressor","财务欺瞒","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R285","SC08","financial_stressor","物质主义","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R286","SC08","financial_stressor","经济压力","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R287","SC08","financial_stressor","共同财务安排","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R288","SC09","sexual_scene","谈性需求","Scene Space","S5｜Concrete Scene / Interaction","scene_or_probe","high",""
"SC-R289","SC09","sexual_scene","谈性偏好","Scene Space","S5｜Concrete Scene / Interaction","scene_or_probe","high",""
"SC-R290","SC09","sexual_scene","性自我披露","Scene Space","S5｜Concrete Scene / Interaction","scene_or_probe","high",""
"SC-R291","SC09","sexual_scene","性沟通质量","Scene Space","S5｜Concrete Scene / Interaction","scene_or_probe","high",""
"SC-R292","SC09","sexual_scene","性满意","Scene Space","S5｜Concrete Scene / Interaction","scene_or_probe","high",""
"SC-R293","SC09","sexual_scene","关系满意","Scene Space","S5｜Concrete Scene / Interaction","scene_or_probe","high",""
"SC-R294","SC10","health_stressor","慢性病诊断","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R295","SC10","health_stressor","长期治疗","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R296","SC10","health_stressor","伴侣照护","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R297","SC10","health_stressor","共同应对压力","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R298","SC10","health_stressor","患者-伴侣互相影响","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R299","SC10","health_stressor","共同疾病管理","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R300","SC11","sleep_scene","睡眠质量","Scene Space","S5｜Concrete Scene / Interaction","scene_or_probe","high",""
"SC-R301","SC11","sleep_scene","睡眠时长","Scene Space","S5｜Concrete Scene / Interaction","scene_or_probe","high",""
"SC-R302","SC11","sleep_scene","伴侣回应","Scene Space","S5｜Concrete Scene / Interaction","scene_or_probe","high",""
"SC-R303","SC11","sleep_scene","伴侣冲突","Scene Space","S5｜Concrete Scene / Interaction","scene_or_probe","high",""
"SC-R304","SC11","sleep_scene","自我披露","Scene Space","S5｜Concrete Scene / Interaction","scene_or_probe","high",""
"SC-R305","SC11","sleep_scene","被拒绝感","Scene Space","S5｜Concrete Scene / Interaction","scene_or_probe","high",""
"SC-R306","SC11","sleep_scene","作息影响","Scene Space","S5｜Concrete Scene / Interaction","scene_or_probe","high",""
"SC-R307","SC12","parenthood_labor","产后家务分配","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R308","SC12","parenthood_labor","产后育儿分配","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R309","SC12","parenthood_labor","公平感","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R310","SC12","parenthood_labor","伴侣支持","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R311","SC12","parenthood_labor","负面互动","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R312","SC12","parenthood_labor","关系满意","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R313","SC13","employment_shock","伴侣失业","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R314","SC13","employment_shock","收入下降","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R315","SC13","employment_shock","健康满意","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R316","SC13","employment_shock","休闲满意","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R317","SC13","employment_shock","家务满意","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R318","SC13","employment_shock","家庭生活满意","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R319","SC13","employment_shock","失业后的角色变化","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R320","SC14","disability_scene","身体残障","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R321","SC14","disability_scene","感觉障碍","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R322","SC14","disability_scene","角色责任改变","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R323","SC14","disability_scene","沟通改变","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R324","SC14","disability_scene","性亲密受损","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R325","SC14","disability_scene","社会参与减少","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R326","SC14","disability_scene","共同应对","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R327","SC15","china_work_family","女性就业","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R328","SC15","china_work_family","女性工作时长","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R329","SC15","china_work_family","双职工","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R330","SC15","china_work_family","生育照护","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R331","SC15","china_work_family","育儿负担","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R332","SC15","china_work_family","家务负担","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R333","SC15","china_work_family","与长辈同住","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R334","SC15","china_work_family","亲属支持","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R335","SC15","china_work_family","时间冲突","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R336","SC15","china_work_family","角色冲突","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R337","SC15","china_work_family","压力冲突","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R338","SC16","china_intergenerational","夫妻与父母关系","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R339","SC16","china_intergenerational","夫妻与姻亲关系","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R340","SC16","china_intergenerational","孝亲义务","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R341","SC16","china_intergenerational","父母介入","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R342","SC16","china_intergenerational","婚后早期","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R343","SC16","china_intergenerational","多重家庭关系","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R344","SC17","china_income_housework","夫妻收入分工","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R345","SC17","china_income_housework","夫妻家务分工","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R346","SC17","china_income_housework","传统收入角色","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R347","SC17","china_income_housework","家务角色组合","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R348","SC17","china_income_housework","生活满意","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R349","SC18","china_parenting_stress","育儿压力","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R350","SC18","china_parenting_stress","母亲抑郁","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R351","SC18","china_parenting_stress","婚姻冲突","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R352","SC18","china_parenting_stress","婚姻满意","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R353","SC18","china_parenting_stress","父亲共情","Scene Space","S3｜Trigger / Transition / Stressor","event_or_stressor","high",""
"SC-R354","SC19","china_parent_proximity","父系居住","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R355","SC19","china_parent_proximity","母系居住","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R356","SC19","china_parent_proximity","另居","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R357","SC19","china_parent_proximity","与父母距离","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R358","SC19","china_parent_proximity","婚后居住安排","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R359","SC20","financial_arrangement","钱完全合并","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R360","SC20","financial_arrangement","部分合并","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R361","SC20","financial_arrangement","完全分开","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R362","SC20","financial_arrangement","低收入家庭","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R363","SC20","financial_arrangement","财务压力","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
"SC-R364","SC20","financial_arrangement","分手风险","Scene Space","S4｜Task / Resource Reallocation","task_resource_change","medium",""
